Recipe_id,Calories,servings,Recipe_title,Region,Sub_region,Continent,"Carbohydrate, by difference (g)",Energy (kcal),Protein (g),Total lipid (fat) (g),vegan,pescetarian,lacto_vegetarian,"Alcohol, ethyl (g)",Ash (g),Beta-sitosterol (mg),Betaine (mg),"Calcium, Ca (mg)",Campesterol (mg),"Carotene, alpha (g)","Carotene, beta (g)",Cholesterol (mg),"Choline, total (mg)","Copper, Cu (mg)","Cryptoxanthin, beta (g)",Dihydrophylloquinone (g),"Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)","Fatty acids, total saturated (g)","Fatty acids, total trans (g)","Fiber, total dietary (g)","Fluoride, F (g)","Folate, DFE (g)","Folate, food (g)","Folate, total (g)",Folic acid (g),Fructose (g),Galactose (g),Glucose (dextrose) (g),Hydroxyproline (g),"Iron, Fe (mg)",Lactose (g),Lutein + zeaxanthin (g),Lycopene (g),"Magnesium, Mg (mg)",Maltose (g),"Manganese, Mn (mg)",Menaquinone-4 (g),Niacin (mg),Pantothenic acid (mg),"Phosphorus, P (mg)",Phytosterols (mg),"Potassium, K (mg)",Retinol (g),Riboflavin (mg),"Selenium, Se (g)","Sodium, Na (mg)",Starch (g),Stigmasterol (mg),Sucrose (g),"Sugars, total (g)",Thiamin (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (g)",Vitamin B-12 (g),"Vitamin B-12, added (g)",Vitamin B-6 (mg),"Vitamin C, total ascorbic acid (mg)",Vitamin D (D2 + D3) (g),Vitamin D (IU),Vitamin D3 (cholecalciferol) (g),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (g),Water (g),"Zinc, Zn (mg)",Recipe_title
2748,403.0,6,South African Instant Milk Tart,Rest Africa,Nigerian,African,124.1078,995.6568,35.4451,40.1018,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2752,767.0,4,Best Bobotie,Rest Africa,Nigerian,African,104.9625,2168.3822,151.9307,127.639,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,292.0,4,Beetroot Pancakes,Rest Africa,Nigerian,African,75.898,593.977,16.2261,26.574,,,,0.0,3.6726,0.0,176.646,329.28,0.0,0.825,49.605,210.4,190.6092,0.2062,13.2,0.05,5.4059,1.7324,17.2354,0.019,3.988,0.55,186.19,186.19,186.19,0.0,0.0,0.0,0.185,0.0,2.0702,12.322,261.175,0.0,62.48,0.0,0.4779,2.44,0.7301,1.9062,359.61,46.92,847.755,189.8,0.7078,25.6925,282.6,0.0,0.0,49.9,72.3038,0.1809,727.035,195.785,1.543,0.0,0.2684,10.654,1.244,45.88,1.244,1.2819,0.0,4.5132,383.4762,2.0345,
2754,401.0,4,Chicken Casablanca,Rest Africa,Nigerian,African,81.8275,1196.1928,121.6622,42.552,,,,0.0,13.5624,0.0,32.362,238.6703,0.0,2546.5945,6931.1412,333.4541,445.138,0.867,0.0719,0.0,24.1134,5.717,7.3425,0.0317,11.7937,9.2823,184.169,184.169,184.169,0.0,2.9343,0.6148,4.0895,0.0,6.8735,0.0,1280.9052,0.7775,216.2052,0.0,1.5908,38.0801,51.7251,8.456,1348.5364,91.6145,3385.8177,40.8001,1.2701,112.9033,1940.048,1.0296,0.0,4.2713,49.3603,0.7589,13809.8829,723.1577,1.456,0.0,4.5594,83.424,0.0,4.5333,0.0,7.7496,0.0,90.9506,995.7022,4.7463,
2756,110.0,30,Ghorayebah (Butter Biscuits for Eid),Rest Africa,Nigerian,African,43.0894,187.154,3.7636,8.1925,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757,209.0,4,Chakchouka (Shakshouka),Rest Africa,Nigerian,African,47.462,852.0018,33.1885,61.5706,,,,0.0,5.8488,0.0,1.5386,249.6466,0.0,428.8621,2717.0288,744.0,637.6323,0.5996,179.2103,0.2,37.3584,8.8078,12.2175,0.076,12.0001,16.0942,207.2184,207.2184,207.2184,0.0,9.6783,0.0044,11.3878,0.0,7.7156,0.0,2469.2279,9584.425,115.1666,0.0,1.1508,0.0,3.7617,3.9083,605.1733,166.443,1859.9093,320.0,1.1352,63.5998,323.2518,0.0,0.0,2.2945,23.8197,0.4342,6102.722,571.4688,1.78,0.0,1.3664,188.9116,4.0,164.0,4.0,11.2855,0.0,69.1841,838.3821,4.0475,
2760,191.0,12,Tajin Sibnekh (Tunisian Chicken and Eggs),Rest Africa,Nigerian,African,91.0516,2133.4392,114.7773,150.146,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2762,282.0,6,Vegetable Tagine,Rest Africa,Nigerian,African,345.1682,2167.7061,119.2058,45.2594,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2767,53.0,4,Algerian Flafla (Bell Pepper Salad),Rest Africa,Nigerian,African,1.9258,127.81,0.3008,13.525,,,,0.0,0.08,0.0,0.0235,7.865,0.0,0.0,0.25,0.0,1.3465,0.0129,0.0,0.0,9.8513,1.4298,1.871,0.0,0.233,0.11,1.99,1.99,1.99,0.0,0.129,0.0,0.197,0.0,0.1476,0.0,0.88,0.0,1.75,0.0,0.0631,0.0,0.0326,0.0302,7.49,31.335,26.765,0.0,0.006,0.476,1.18,0.0,0.0,0.099,0.454,0.0106,0.47,0.0,0.0,0.0,0.049,1.676,0.0,0.0,0.0,1.9416,0.0,8.218,10.6684,0.0518,
2769,336.0,4,Tunisian Lamb with Saffron (Keleya Zaara),Rest Africa,Nigerian,African,20.9355,2549.3582,118.0556,221.4436,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2771,397.0,4,Poulet Roti a l'Algerienne (Algerian Roast Chicken),Rest Africa,Nigerian,African,25.8591,713.767,2.9444,68.0909,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2781,70.0,4,Dersa (Algerian Chile Paste),Rest Africa,Nigerian,African,7.3831,276.6695,1.69,28.0171,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,323.0,8,H'rira Onctueuse a L'Agneau (Rich and Creamy Harira Soup),Rest Africa,Nigerian,African,288.1647,3214.7891,178.6866,161.2651,,,,0.0,30.9065,0.0,3.5056,618.3748,0.0,9359.2488,26561.8637,417.312,463.3636,5.1295,0.0,0.0,50.2877,16.1843,80.4018,0.0,63.6707,24.7046,1628.9739,1628.9739,1628.9739,0.0,37.8102,0.3072,38.7327,0.0,37.7792,0.0,11046.0486,190491.3856,688.4414,0.0,46.304,0.0,60.8411,13.5489,2340.7378,122.6515,10271.2789,0.0,3.2574,133.9832,916.7798,3.6608,0.0,12.6364,110.9659,2.6478,52073.1666,2607.2801,15.12,0.0,4.9035,279.3707,0.0,0.0,0.0,25.5833,0.0,165.1899,2559.2703,32.0301,
2787,286.0,16,Namoora (Basboosa),Rest Africa,Nigerian,African,575.8135,2669.1443,52.0228,20.1379,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2791,229.0,6,Middle Eastern White Beans,Rest Africa,Nigerian,African,45.0295,465.13,11.6624,29.0619,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794,178.0,4,Harissa Chicken,Rest Africa,Nigerian,African,11.3031,62.16,3.0938,2.5571,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,320.0,4,Tunisian Grilled Salad (Selata Mishwiya),Rest Africa,Nigerian,African,79.7817,824.49,15.8319,56.1716,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807,428.0,5,Ethiopian Cabbage Dish,Rest Africa,Nigerian,African,65.6971,1237.804,6.9007,109.6845,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810,280.0,12,Qumbe (East African Coconut Candy),Rest Africa,Nigerian,African,297.6293,1874.4,8.076,82.192,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816,210.0,12,Mombasa Pumpkin Dessert,Rest Africa,Nigerian,African,414.5854,2106.22,5.7112,57.35,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2826,778.0,4,Doro Wat: Ethiopian Chicken Dish,Rest Africa,Nigerian,African,113.9105,4044.3734,485.3923,182.8144,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2829,166.0,14,Injera,Rest Africa,Nigerian,African,271.854,1397.04,42.6759,15.3345,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2833,546.0,6,Somali Spaghetti Sauce,Rest Africa,Nigerian,African,65.8094,1302.0885,114.5715,68.8323,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2845,193.0,8,Ash-e-jow (Iranian_Persian Barley Soup),Middle Eastern,Rest Middle Eastern,Asian,88.9846,827.2944,12.8084,51.2087,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2846,234.0,16,Persian Sabzi Polo (Herb Rice with Fava Beans),Middle Eastern,Rest Middle Eastern,Asian,176.3408,1380.469,78.599,45.465,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2852,0.0,20,Ginger Sekanjabin,Middle Eastern,Rest Middle Eastern,Asian,937.0686,3837.55,45.3586,3.4145,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,616.0,8,Duck Fesenjan,Middle Eastern,Rest Middle Eastern,Asian,43.3777,1200.0078,70.6569,83.9422,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2856,126.0,6,Mast-o-Khiar,Middle Eastern,Rest Middle Eastern,Asian,94.3062,1640.501,21.9389,136.8071,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,62.0,4,Jarjeer (Arugula) Salad,Middle Eastern,Rest Middle Eastern,Asian,38.7532,168.7691,5.4947,0.7729,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873,527.0,6,Khoresht Bademjoumn,Middle Eastern,Rest Middle Eastern,Asian,101.6992,1248.0251,38.8956,82.3458,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879,78.0,8,Persian Yogurt Salad,Middle Eastern,Rest Middle Eastern,Asian,13.7589,128.7184,6.9951,5.6819,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,572.0,6,Persian Celery Sauce (Khoreshe Karafs),Middle Eastern,Rest Middle Eastern,Asian,190.1149,1794.4337,76.0147,89.7906,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888,634.0,6,General Tsao's Chicken II,Chinese and Mongolian,Chinese,Asian,132.4668,4176.547,79.3766,369.5232,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2889,353.0,8,Dong'an Chicken,Chinese and Mongolian,Chinese,Asian,13.7397,1064.46,1.1329,111.9502,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2906,519.0,4,Cantonese Chicken Chow Mein,Chinese and Mongolian,Chinese,Asian,365.9297,2879.6388,47.0589,132.0137,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2908,477.0,3,China Sun Chicken,Chinese and Mongolian,Chinese,Asian,143.265,1262.5716,111.1846,30.9525,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2912,865.0,3,Joe's General Tso's Chicken,Chinese and Mongolian,Chinese,Asian,115.4565,2798.008,68.3771,229.5336,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2915,409.0,3,Moo Goo Gai Pan,Chinese and Mongolian,Chinese,Asian,49.5426,1171.2245,115.6433,58.9174,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2917,242.0,4,Orange-Chicken Rice Bowl,Chinese and Mongolian,Chinese,Asian,17.5209,604.9176,92.7997,16.6621,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2918,172.0,6,Stir-Fried Chicken with Tofu and Mixed Vegetables,Chinese and Mongolian,Chinese,Asian,27.612,218.784,5.8129,9.8086,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
